iso_week,week_ending,region_code,region,kpi_id,kpi_name,value,unit,direction,source_name,source_url,measurement,updated_at
2026-W13,2026-03-29,IN,India,capability_gap,Capability gap (theoretical-observed),38.03,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W14,2026-04-05,IN,India,capability_gap,Capability gap (theoretical-observed),37.46,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W15,2026-04-12,IN,India,capability_gap,Capability gap (theoretical-observed),37.42,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W16,2026-04-19,IN,India,capability_gap,Capability gap (theoretical-observed),36.96,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W17,2026-04-26,IN,India,capability_gap,Capability gap (theoretical-observed),37.15,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W18,2026-05-03,IN,India,capability_gap,Capability gap (theoretical-observed),36.9,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W19,2026-05-10,IN,India,capability_gap,Capability gap (theoretical-observed),36.7,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W20,2026-05-17,IN,India,capability_gap,Capability gap (theoretical-observed),36.44,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W21,2026-05-24,IN,India,capability_gap,Capability gap (theoretical-observed),36.23,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W22,2026-05-31,IN,India,capability_gap,Capability gap (theoretical-observed),36.0,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W10,2026-03-08,IN,India,augmentation_share,Augmentation share of Claude usage,44.31,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W11,2026-03-15,IN,India,augmentation_share,Augmentation share of Claude usage,43.8,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W12,2026-03-22,IN,India,augmentation_share,Augmentation share of Claude usage,44.47,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W13,2026-03-29,IN,India,augmentation_share,Augmentation share of Claude usage,44.3,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W14,2026-04-05,IN,India,augmentation_share,Augmentation share of Claude usage,44.32,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W15,2026-04-12,IN,India,augmentation_share,Augmentation share of Claude usage,44.24,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W16,2026-04-19,IN,India,augmentation_share,Augmentation share of Claude usage,43.85,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W17,2026-04-26,IN,India,augmentation_share,Augmentation share of Claude usage,44.16,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W18,2026-05-03,IN,India,augmentation_share,Augmentation share of Claude usage,43.83,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W19,2026-05-10,IN,India,augmentation_share,Augmentation share of Claude usage,44.12,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W20,2026-05-17,IN,India,augmentation_share,Augmentation share of Claude usage,44.08,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W21,2026-05-24,IN,India,augmentation_share,Augmentation share of Claude usage,43.97,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W22,2026-05-31,IN,India,augmentation_share,Augmentation share of Claude usage,44.0,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W10,2026-03-08,IN,India,exposed_posting_index,Exposed-occupation posting index,92.12,index,up,Indeed Hiring Lab + Naukri + Seek,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W11,2026-03-15,IN,India,exposed_posting_index,Exposed-occupation posting index,91.01,index,up,Indeed Hiring Lab + Naukri + Seek,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W12,2026-03-22,IN,India,exposed_posting_index,Exposed-occupation posting index,91.3,index,up,Indeed Hiring Lab + Naukri + Seek,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W13,2026-03-29,IN,India,exposed_posting_index,Exposed-occupation posting index,89.41,index,up,Indeed Hiring Lab + Naukri + Seek,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W14,2026-04-05,IN,India,exposed_posting_index,Exposed-occupation posting index,88.36,index,up,Indeed Hiring Lab + Naukri + Seek,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W15,2026-04-12,IN,India,exposed_posting_index,Exposed-occupation posting index,87.93,index,up,Indeed Hiring Lab + Naukri + Seek,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W16,2026-04-19,IN,India,exposed_posting_index,Exposed-occupation posting index,87.4,index,up,Indeed Hiring Lab + Naukri + Seek,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W17,2026-04-26,IN,India,exposed_posting_index,Exposed-occupation posting index,87.22,index,up,Indeed Hiring Lab + Naukri + Seek,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W18,2026-05-03,IN,India,exposed_posting_index,Exposed-occupation posting index,86.46,index,up,Indeed Hiring Lab + Naukri + Seek,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W19,2026-05-10,IN,India,exposed_posting_index,Exposed-occupation posting index,85.17,index,up,Indeed Hiring Lab + Naukri + Seek,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W20,2026-05-17,IN,India,exposed_posting_index,Exposed-occupation posting index,84.6,index,up,Indeed Hiring Lab + Naukri + Seek,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W21,2026-05-24,IN,India,exposed_posting_index,Exposed-occupation posting index,83.75,index,up,Indeed Hiring Lab + Naukri + Seek,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W22,2026-05-31,IN,India,exposed_posting_index,Exposed-occupation posting index,83.0,index,up,Indeed Hiring Lab + Naukri + Seek,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W10,2026-03-08,IN,India,ai_skill_premium,AI-skill salary premium,38.99,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W11,2026-03-15,IN,India,ai_skill_premium,AI-skill salary premium,39.62,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W12,2026-03-22,IN,India,ai_skill_premium,AI-skill salary premium,38.9,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W13,2026-03-29,IN,India,ai_skill_premium,AI-skill salary premium,39.9,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W14,2026-04-05,IN,India,ai_skill_premium,AI-skill salary premium,39.37,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W15,2026-04-12,IN,India,ai_skill_premium,AI-skill salary premium,40.14,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W16,2026-04-19,IN,India,ai_skill_premium,AI-skill salary premium,39.83,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W17,2026-04-26,IN,India,ai_skill_premium,AI-skill salary premium,39.95,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W18,2026-05-03,IN,India,ai_skill_premium,AI-skill salary premium,40.29,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W19,2026-05-10,IN,India,ai_skill_premium,AI-skill salary premium,40.56,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W20,2026-05-17,IN,India,ai_skill_premium,AI-skill salary premium,40.62,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W21,2026-05-24,IN,India,ai_skill_premium,AI-skill salary premium,40.84,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W22,2026-05-31,IN,India,ai_skill_premium,AI-skill salary premium,41.0,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W10,2026-03-08,IN,India,graduate_posting,Graduate posting in exposed roles,-15.09,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W11,2026-03-15,IN,India,graduate_posting,Graduate posting in exposed roles,-15.78,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W12,2026-03-22,IN,India,graduate_posting,Graduate posting in exposed roles,-16.82,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W13,2026-03-29,IN,India,graduate_posting,Graduate posting in exposed roles,-17.38,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W14,2026-04-05,IN,India,graduate_posting,Graduate posting in exposed roles,-18.58,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W15,2026-04-12,IN,India,graduate_posting,Graduate posting in exposed roles,-18.98,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W16,2026-04-19,IN,India,graduate_posting,Graduate posting in exposed roles,-19.99,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W17,2026-04-26,IN,India,graduate_posting,Graduate posting in exposed roles,-20.76,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W18,2026-05-03,IN,India,graduate_posting,Graduate posting in exposed roles,-21.61,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W19,2026-05-10,IN,India,graduate_posting,Graduate posting in exposed roles,-22.47,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W20,2026-05-17,IN,India,graduate_posting,Graduate posting in exposed roles,-23.35,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W21,2026-05-24,IN,India,graduate_posting,Graduate posting in exposed roles,-24.19,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W22,2026-05-31,IN,India,graduate_posting,Graduate posting in exposed roles,-25.0,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W10,2026-03-08,IN,India,net_creation,Net AI-attributed job creation,125.89,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W11,2026-03-15,IN,India,net_creation,Net AI-attributed job creation,127.75,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W12,2026-03-22,IN,India,net_creation,Net AI-attributed job creation,131.67,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W13,2026-03-29,IN,India,net_creation,Net AI-attributed job creation,132.97,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W14,2026-04-05,IN,India,net_creation,Net AI-attributed job creation,133.5,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W15,2026-04-12,IN,India,net_creation,Net AI-attributed job creation,135.47,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W16,2026-04-19,IN,India,net_creation,Net AI-attributed job creation,137.62,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W17,2026-04-26,IN,India,net_creation,Net AI-attributed job creation,139.51,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W18,2026-05-03,IN,India,net_creation,Net AI-attributed job creation,141.25,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W19,2026-05-10,IN,India,net_creation,Net AI-attributed job creation,143.0,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W20,2026-05-17,IN,India,net_creation,Net AI-attributed job creation,145.22,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W21,2026-05-24,IN,India,net_creation,Net AI-attributed job creation,147.3,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W22,2026-05-31,IN,India,net_creation,Net AI-attributed job creation,149.0,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W10,2026-03-08,EU,European Union,ai_layoffs_ytd,"AI-attributed layoffs (YTD, thousands)",10.45,k roles,up,Layoffs.fyi,https://layoffs.fyi/,modelled,2026-06-02T00:00:00Z
2026-W11,2026-03-15,EU,European Union,ai_layoffs_ytd,"AI-attributed layoffs (YTD, thousands)",10.99,k roles,up,Layoffs.fyi,https://layoffs.fyi/,modelled,2026-06-02T00:00:00Z
2026-W12,2026-03-22,EU,European Union,ai_layoffs_ytd,"AI-attributed layoffs (YTD, thousands)",11.53,k roles,up,Layoffs.fyi,https://layoffs.fyi/,modelled,2026-06-02T00:00:00Z
2026-W13,2026-03-29,EU,European Union,ai_layoffs_ytd,"AI-attributed layoffs (YTD, thousands)",12.34,k roles,up,Layoffs.fyi,https://layoffs.fyi/,modelled,2026-06-02T00:00:00Z
2026-W14,2026-04-05,EU,European Union,ai_layoffs_ytd,"AI-attributed layoffs (YTD, thousands)",12.83,k roles,up,Layoffs.fyi,https://layoffs.fyi/,modelled,2026-06-02T00:00:00Z
2026-W15,2026-04-12,EU,European Union,ai_layoffs_ytd,"AI-attributed layoffs (YTD, thousands)",13.65,k roles,up,Layoffs.fyi,https://layoffs.fyi/,modelled,2026-06-02T00:00:00Z
2026-W16,2026-04-19,EU,European Union,ai_layoffs_ytd,"AI-attributed layoffs (YTD, thousands)",14.4,k roles,up,Layoffs.fyi,https://layoffs.fyi/,modelled,2026-06-02T00:00:00Z
2026-W17,2026-04-26,EU,European Union,ai_layoffs_ytd,"AI-attributed layoffs (YTD, thousands)",15.13,k roles,up,Layoffs.fyi,https://layoffs.fyi/,modelled,2026-06-02T00:00:00Z
2026-W18,2026-05-03,EU,European Union,ai_layoffs_ytd,"AI-attributed layoffs (YTD, thousands)",15.84,k roles,up,Layoffs.fyi,https://layoffs.fyi/,modelled,2026-06-02T00:00:00Z
2026-W19,2026-05-10,EU,European Union,ai_layoffs_ytd,"AI-attributed layoffs (YTD, thousands)",16.5,k roles,up,Layoffs.fyi,https://layoffs.fyi/,modelled,2026-06-02T00:00:00Z
2026-W20,2026-05-17,EU,European Union,ai_layoffs_ytd,"AI-attributed layoffs (YTD, thousands)",17.2,k roles,up,Layoffs.fyi,https://layoffs.fyi/,modelled,2026-06-02T00:00:00Z
2026-W21,2026-05-24,EU,European Union,ai_layoffs_ytd,"AI-attributed layoffs (YTD, thousands)",17.89,k roles,up,Layoffs.fyi,https://layoffs.fyi/,modelled,2026-06-02T00:00:00Z
2026-W22,2026-05-31,EU,European Union,ai_layoffs_ytd,"AI-attributed layoffs (YTD, thousands)",18.6,k roles,up,Layoffs.fyi,https://layoffs.fyi/,modelled,2026-06-02T00:00:00Z
2026-W10,2026-03-08,EU,European Union,topq_unemp_delta,Early-career unemployment delta (proxy),9.6,pp,up,"Eurostat une_rt_m (<25 vs total, SA)",https://ec.europa.eu/eurostat/databrowser/view/une_rt_m/default/table,measured,2026-06-10T11:28:08Z
2026-W11,2026-03-15,EU,European Union,topq_unemp_delta,Early-career unemployment delta (proxy),9.6,pp,up,"Eurostat une_rt_m (<25 vs total, SA)",https://ec.europa.eu/eurostat/databrowser/view/une_rt_m/default/table,measured,2026-06-10T11:28:08Z
2026-W12,2026-03-22,EU,European Union,topq_unemp_delta,Early-career unemployment delta (proxy),9.6,pp,up,"Eurostat une_rt_m (<25 vs total, SA)",https://ec.europa.eu/eurostat/databrowser/view/une_rt_m/default/table,measured,2026-06-10T11:28:08Z
2026-W13,2026-03-29,EU,European Union,topq_unemp_delta,Early-career unemployment delta (proxy),9.6,pp,up,"Eurostat une_rt_m (<25 vs total, SA)",https://ec.europa.eu/eurostat/databrowser/view/une_rt_m/default/table,measured,2026-06-10T11:28:08Z
2026-W14,2026-04-05,EU,European Union,topq_unemp_delta,Early-career unemployment delta (proxy),9.1,pp,up,"Eurostat une_rt_m (<25 vs total, SA)",https://ec.europa.eu/eurostat/databrowser/view/une_rt_m/default/table,measured,2026-06-10T11:28:08Z
2026-W15,2026-04-12,EU,European Union,topq_unemp_delta,Early-career unemployment delta (proxy),9.1,pp,up,"Eurostat une_rt_m (<25 vs total, SA)",https://ec.europa.eu/eurostat/databrowser/view/une_rt_m/default/table,measured,2026-06-10T11:28:08Z
2026-W16,2026-04-19,EU,European Union,topq_unemp_delta,Early-career unemployment delta (proxy),9.1,pp,up,"Eurostat une_rt_m (<25 vs total, SA)",https://ec.europa.eu/eurostat/databrowser/view/une_rt_m/default/table,measured,2026-06-10T11:28:08Z
2026-W17,2026-04-26,EU,European Union,topq_unemp_delta,Early-career unemployment delta (proxy),9.1,pp,up,"Eurostat une_rt_m (<25 vs total, SA)",https://ec.europa.eu/eurostat/databrowser/view/une_rt_m/default/table,measured,2026-06-10T11:28:08Z
2026-W18,2026-05-03,EU,European Union,topq_unemp_delta,Early-career unemployment delta (proxy),9.1,pp,up,"Eurostat une_rt_m (<25 vs total, SA)",https://ec.europa.eu/eurostat/databrowser/view/une_rt_m/default/table,measured,2026-06-10T11:28:08Z
2026-W19,2026-05-10,EU,European Union,topq_unemp_delta,Early-career unemployment delta (proxy),9.1,pp,up,"Eurostat une_rt_m (<25 vs total, SA)",https://ec.europa.eu/eurostat/databrowser/view/une_rt_m/default/table,measured,2026-06-10T11:28:08Z
2026-W20,2026-05-17,EU,European Union,topq_unemp_delta,Early-career unemployment delta (proxy),9.1,pp,up,"Eurostat une_rt_m (<25 vs total, SA)",https://ec.europa.eu/eurostat/databrowser/view/une_rt_m/default/table,measured,2026-06-10T11:28:08Z
2026-W21,2026-05-24,EU,European Union,topq_unemp_delta,Early-career unemployment delta (proxy),9.1,pp,up,"Eurostat une_rt_m (<25 vs total, SA)",https://ec.europa.eu/eurostat/databrowser/view/une_rt_m/default/table,measured,2026-06-10T11:28:08Z
2026-W22,2026-05-31,EU,European Union,topq_unemp_delta,Early-career unemployment delta (proxy),9.1,pp,up,"Eurostat une_rt_m (<25 vs total, SA)",https://ec.europa.eu/eurostat/databrowser/view/une_rt_m/default/table,measured,2026-06-10T11:28:08Z
2026-W10,2026-03-08,EU,European Union,hire_rate_22_25,22-25 hire rate change vs 2022,-8.17,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W11,2026-03-15,EU,European Union,hire_rate_22_25,22-25 hire rate change vs 2022,-8.18,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W12,2026-03-22,EU,European Union,hire_rate_22_25,22-25 hire rate change vs 2022,-8.17,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W13,2026-03-29,EU,European Union,hire_rate_22_25,22-25 hire rate change vs 2022,-8.41,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W14,2026-04-05,EU,European Union,hire_rate_22_25,22-25 hire rate change vs 2022,-8.42,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W15,2026-04-12,EU,European Union,hire_rate_22_25,22-25 hire rate change vs 2022,-8.45,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W16,2026-04-19,EU,European Union,hire_rate_22_25,22-25 hire rate change vs 2022,-8.59,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W17,2026-04-26,EU,European Union,hire_rate_22_25,22-25 hire rate change vs 2022,-8.6,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W18,2026-05-03,EU,European Union,hire_rate_22_25,22-25 hire rate change vs 2022,-8.7,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W19,2026-05-10,EU,European Union,hire_rate_22_25,22-25 hire rate change vs 2022,-8.79,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W20,2026-05-17,EU,European Union,hire_rate_22_25,22-25 hire rate change vs 2022,-8.84,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W21,2026-05-24,EU,European Union,hire_rate_22_25,22-25 hire rate change vs 2022,-8.94,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W22,2026-05-31,EU,European Union,hire_rate_22_25,22-25 hire rate change vs 2022,-9.0,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W10,2026-03-08,EU,European Union,ai_mention_postings,AI-mention posting share,4.82,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W11,2026-03-15,EU,European Union,ai_mention_postings,AI-mention posting share,4.86,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W12,2026-03-22,EU,European Union,ai_mention_postings,AI-mention posting share,5.09,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W13,2026-03-29,EU,European Union,ai_mention_postings,AI-mention posting share,5.22,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W14,2026-04-05,EU,European Union,ai_mention_postings,AI-mention posting share,5.5,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W15,2026-04-12,EU,European Union,ai_mention_postings,AI-mention posting share,5.61,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W16,2026-04-19,EU,European Union,ai_mention_postings,AI-mention posting share,5.73,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W17,2026-04-26,EU,European Union,ai_mention_postings,AI-mention posting share,5.93,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W18,2026-05-03,EU,European Union,ai_mention_postings,AI-mention posting share,6.14,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W19,2026-05-10,EU,European Union,ai_mention_postings,AI-mention posting share,6.29,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W20,2026-05-17,EU,European Union,ai_mention_postings,AI-mention posting share,6.47,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W21,2026-05-24,EU,European Union,ai_mention_postings,AI-mention posting share,6.63,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W22,2026-05-31,EU,European Union,ai_mention_postings,AI-mention posting share,6.8,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W10,2026-03-08,EU,European Union,capability_gap,Capability gap (theoretical-observed),49.07,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W11,2026-03-15,EU,European Union,capability_gap,Capability gap (theoretical-observed),49.26,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
